Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCA41,16.75,Low Fat,0.032771033,Health and Hygiene,192.32,OUT017,2007,Small,Tier 2,Supermarket Type1,2308.99
FDZ40,8.935,Low Fat,0.04026424,Frozen Foods,52.63,OUT045,2002,Small,Tier 2,Supermarket Type1,808.95
FDT15,12.15,Regular,0.074729835,Meat,183.8,OUT019,1985,Small,Tier 1,Grocery Store,549.29
FDP46,15.35,Low Fat,0.074601506,Snack Foods,90.98,OUT035,2004,Small,Tier 2,Supermarket Type1,1348.25
DRG01,14.8,Low Fat,0.078576075,Soft Drinks,78.47,OUT019,1985,Small,Tier 1,Grocery Store,229.7
FDR23,15.85,Low Fat,0.081719458,Breads,178.04,OUT013,1987,High,Tier 3,Supermarket Type1,2646.56
FDF09,6.215,Low Fat,0.012173543,Fruits and Vegetables,36.48,OUT045,2002,Small,Tier 2,Supermarket Type1,447.42
FDK09,15.2,Low Fat,0.091318935,Snack Foods,230.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,8474.3
DRJ11,9.5,Low Fat,0.085075063,Hard Drinks,189.09,OUT035,2004,Small,Tier 2,Supermarket Type1,3970.83
FDI32,17.7,Low Fat,0.174644552,Fruits and Vegetables,113.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,1727.75
NCG42,19.2,Low Fat,0.041395775,Household,129.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,1298.31
FDA51,8.05,Regular,0.164679597,Dairy,112.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1252.37
FDG57,14.7,Low Fat,0.121012632,Fruits and Vegetables,49.4,OUT010,1998,Medium,Tier 3,Grocery Store,194.41
FDG34,11.5,Regular,0.037563325,Snack Foods,109.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1627.88
NCI43,19.85,Low Fat,0.026115595,Household,49.04,OUT017,2007,Small,Tier 2,Supermarket Type1,143.81
NCY53,20,Low Fat,0.05848134,Health and Hygiene,113.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2572.65
FDC33,8.96,Regular,0.068880971,Fruits and Vegetables,195.38,OUT013,1987,High,Tier 3,Supermarket Type1,2759.08
NCK29,5.615,Low Fat,0.125964559,Health and Hygiene,124.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,2956.15
FDS50,17,Low Fat,0.055746931,Dairy,220.01,OUT017,2007,Small,Tier 2,Supermarket Type1,2217.11
NCJ30,5.82,Low Fat,0.080804019,Household,171.48,OUT045,2002,Small,Tier 2,Supermarket Type1,4074.7
FDQ07,15.1,Regular,0.086983591,Fruits and Vegetables,219.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.32
FDI20,19.1,Low Fat,0.064547828,Fruits and Vegetables,212.86,OUT010,1998,Medium,Tier 3,Grocery Store,422.12
NCM06,7.475,Low Fat,0.075361182,Household,155.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,3243.78
FDL15,17.85,Low Fat,0.081651443,Meat,152.57,OUT019,1985,Small,Tier 1,Grocery Store,152.47
NCL29,9.695,Low Fat,0.190711254,Health and Hygiene,159.16,OUT010,1998,Medium,Tier 3,Grocery Store,633.84
FDB32,20.6,Low Fat,0.023585598,Fruits and Vegetables,94.78,OUT017,2007,Small,Tier 2,Supermarket Type1,1314.29
FDJ16,9.195,Low Fat,0.115064263,Frozen Foods,58.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,868.87
FDJ32,10.695,Low Fat,0.057909547,Fruits and Vegetables,60.45,OUT045,2002,Small,Tier 2,Supermarket Type1,183.76
FDO12,15.75,Low Fat,0.054920146,Baking Goods,195.85,OUT035,2004,Small,Tier 2,Supermarket Type1,4893.63
NCB18,19.6,Low Fat,0.041291169,Household,86.95,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.82
FDO37,8.06,Low Fat,0.021273161,Breakfast,229.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,7393.04
FDV13,17.35,Regular,0.02758789,Canned,86.19,OUT013,1987,High,Tier 3,Supermarket Type1,703.08
FDF52,9.3,Low Fat,0.11178154,Frozen Foods,182.33,OUT010,1998,Medium,Tier 3,Grocery Store,182.43
FDY11,6.71,Regular,0.02960641,Baking Goods,65.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.03
FDL20,17.1,Low Fat,0.129140919,Fruits and Vegetables,109.49,OUT017,2007,Small,Tier 2,Supermarket Type1,1667.83
FDS45,5.175,Regular,0.029555773,Snack Foods,105.96,OUT045,2002,Small,Tier 2,Supermarket Type1,1693.8
DRJ13,12.65,Low Fat,0.063146492,Soft Drinks,159.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,962.75
FDR37,16.5,Regular,0.066352552,Breakfast,181.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,4195.87
FDS23,4.635,Low Fat,0.246678647,Breads,129.8,OUT019,1985,Small,Tier 1,Grocery Store,385.5
FDX13,7.725,Low Fat,0.047977607,Canned,249.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.08
FDT49,7,Low Fat,0.151712642,Canned,104.83,OUT045,2002,Small,Tier 2,Supermarket Type1,1278.34
FDY13,12.1,Low Fat,0.030174246,Canned,76.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,1531.34
FDD47,7.6,Regular,0.238366442,Starchy Foods,171.84,OUT010,1998,Medium,Tier 3,Grocery Store,852.22
FDF20,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.68,OUT010,1998,Medium,Tier 3,Grocery Store,394.15
FDS32,17.75,Regular,0.029648306,Fruits and Vegetables,142.48,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.35
FDJ44,12.3,Regular,0.105812357,Fruits and Vegetables,175.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.11
NCY30,20.25,Low Fat,0.02593166,Household,182.6,OUT013,1987,High,Tier 3,Supermarket Type1,3078.66
FDK33,17.85,Low Fat,0.019671473,Snack Foods,214.76,OUT019,1985,Small,Tier 1,Grocery Store,213.06
FDO31,6.76,Regular,0.028982682,Fruits and Vegetables,79.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.13
FDG10,6.63,Regular,0.019153299,Snack Foods,57.66,OUT019,1985,Small,Tier 1,Grocery Store,400.81
DRI49,14.15,Low Fat,0.184254826,Soft Drinks,82.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,1218.41
NCA05,20.75,Low Fat,0.025169703,Health and Hygiene,150.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,1187.79
FDZ13,7.84,Regular,0.153494979,Canned,48.94,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96
DRI25,19.6,Low Fat,0.034093203,Soft Drinks,56.66,OUT017,2007,Small,Tier 2,Supermarket Type1,1492.06
NCA29,10.5,Low Fat,0.045655118,Household,169.81,OUT010,1998,Medium,Tier 3,Grocery Store,171.11
FDX43,5.655,Low Fat,0.142732848,Fruits and Vegetables,167.95,OUT010,1998,Medium,Tier 3,Grocery Store,166.45
FDZ08,12.5,Regular,0.110163385,Fruits and Vegetables,83.66,OUT049,1999,Medium,Tier 1,Supermarket Type1,1320.95
FDC58,10.195,Low Fat,0.041934387,Snack Foods,44.64,OUT035,2004,Small,Tier 2,Supermarket Type1,615.2
NCD54,21.1,Low Fat,0.028868467,Household,146.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,5056.75
FDM24,6.135,Regular,0.079312367,Baking Goods,151.74,OUT035,2004,Small,Tier 2,Supermarket Type1,3325.01
FDS12,9.1,Low Fat,0.174085625,Baking Goods,124.64,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.89
NCN55,14.6,Low Fat,0.059732844,Others,241.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,5287.78
NCP06,20.7,Low Fat,0.039245805,Household,151.44,OUT046,1997,Small,Tier 1,Supermarket Type1,1511.37
FDB41,19,Regular,0.097510482,Frozen Foods,48.17,OUT045,2002,Small,Tier 2,Supermarket Type1,709.08
FDJ16,9.195,Low Fat,0.114885647,Frozen Foods,59.62,OUT046,1997,Small,Tier 1,Supermarket Type1,1100.57
NCB18,19.6,Low Fat,0.072295507,Household,89.75,OUT019,1985,Small,Tier 1,Grocery Store,88.55
FDH38,6.425,Low Fat,0.010436256,Canned,115.58,OUT035,2004,Small,Tier 2,Supermarket Type1,3749.79
FDE59,12.15,Low Fat,0.104257037,Starchy Foods,34.05,OUT010,1998,Medium,Tier 3,Grocery Store,179.77
NCF30,17,Low Fat,0.126440335,Household,125.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.2
FDE35,7.06,Regular,0,Starchy Foods,59.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,1757.71
FDP49,9,Regular,0.120965853,Breakfast,55.86,OUT019,1985,Small,Tier 1,Grocery Store,110.52
NCQ05,11.395,Low Fat,0,Health and Hygiene,152.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,2106.59
FDP49,9,Regular,0.069031467,Breakfast,55.06,OUT013,1987,High,Tier 3,Supermarket Type1,442.09
FDT12,6.215,Regular,0.049823839,Baking Goods,226.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,677.12
NCM06,7.475,Low Fat,0.126752975,Household,154.27,OUT010,1998,Medium,Tier 3,Grocery Store,308.93
FDV23,11,Low Fat,0.1062679,Breads,123.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,3237.12
FDA44,19.7,Low Fat,0.053305463,Fruits and Vegetables,58.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.9
DRD27,18.75,Low Fat,0.023820082,Dairy,97.6,OUT013,1987,High,Tier 3,Supermarket Type1,1488.06
NCK53,11.6,Low Fat,0.037549969,Health and Hygiene,101.2,OUT013,1987,High,Tier 3,Supermarket Type1,2281.7
NCF19,13,Low Fat,0.03525175,Household,48,OUT018,2009,Medium,Tier 3,Supermarket Type2,923.46
NCY18,7.285,Low Fat,0.031200065,Household,174.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,6303.79
FDN56,5.46,Regular,0.106538757,Fruits and Vegetables,145.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,5779.14
NCI55,18.6,Low Fat,0.012673238,Household,121.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,4020.77
FDB28,6.615,Low Fat,0.093307668,Dairy,195.94,OUT013,1987,High,Tier 3,Supermarket Type1,2570.65
NCA18,10.1,Low Fat,0.056191301,Household,115.75,OUT045,2002,Small,Tier 2,Supermarket Type1,579.25
FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.63,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.11
NCZ42,10.5,Low Fat,0.011285795,Household,235.82,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.45
DRA59,8.27,Regular,0.127308434,Soft Drinks,186.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,7033.51
DRB25,12.3,Low Fat,0.069742672,Soft Drinks,106.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,1715.1
FDE24,14.85,Low Fat,0.093010026,Baking Goods,143.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.51
FDA57,18.85,Low Fat,0.03961061,Snack Foods,41.65,OUT013,1987,High,Tier 3,Supermarket Type1,759.01
FDZ46,7.485,Low Fat,0.069514712,Snack Foods,108.72,OUT017,2007,Small,Tier 2,Supermarket Type1,1326.27
FDX39,14.3,Regular,0.083147702,Meat,210.16,OUT010,1998,Medium,Tier 3,Grocery Store,422.12
FDW35,10.6,Low Fat,0.011106465,Breads,42.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,419.45
FDZ55,6.055,Low Fat,0.02528566,Fruits and Vegetables,158.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.18
FDI04,13.65,Regular,0.072851756,Frozen Foods,197.14,OUT013,1987,High,Tier 3,Supermarket Type1,3954.85
FDU46,10.3,Regular,0.011072421,Snack Foods,85.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,2077.3
FDE14,13.65,Regular,0.031494041,Canned,98.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2197.14
FDX23,6.445,Low Fat,0.029667053,Baking Goods,94.44,OUT013,1987,High,Tier 3,Supermarket Type1,1134.52
NCN18,8.895,Low Fat,0,Household,111.95,OUT035,2004,Small,Tier 2,Supermarket Type1,1565.96
FDR02,16.7,Low Fat,0.022099982,Dairy,110.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,1334.26
FDH04,6.115,Regular,0.011372972,Frozen Foods,89.65,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.68
FDZ51,11.3,Regular,0.091310237,Meat,96.91,OUT010,1998,Medium,Tier 3,Grocery Store,190.42
FDR15,9.3,Regular,0.033437991,Meat,153.23,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.97
NCQ30,7.725,Low Fat,0.029117482,Household,123.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.94
FDW45,18,Low Fat,0.039071642,Snack Foods,145.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.85
FDQ52,17,Low Fat,0.119362409,Frozen Foods,249.44,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.24
FDM01,7.895,Regular,0.094109236,Breakfast,102.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.2
FDE21,12.8,Low Fat,0.02299122,Fruits and Vegetables,114.95,OUT045,2002,Small,Tier 2,Supermarket Type1,1737.74
FDH28,15.85,Regular,0.110010191,Frozen Foods,38.85,OUT035,2004,Small,Tier 2,Supermarket Type1,341.56
FDQ56,6.59,Low Fat,0.176748258,Fruits and Vegetables,82.79,OUT010,1998,Medium,Tier 3,Grocery Store,83.89
DRM49,6.11,Regular,0,Soft Drinks,43.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,713.74
NCI29,8.6,Low Fat,0.032463574,Health and Hygiene,139.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,4963.54
FDW44,9.5,Regular,0.035222503,Fruits and Vegetables,170.14,OUT045,2002,Small,Tier 2,Supermarket Type1,1874.89
FDR10,17.6,Low Fat,0.010055503,Snack Foods,163.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,1787.01
FDO60,20,Low Fat,0.034363029,Baking Goods,43.51,OUT035,2004,Small,Tier 2,Supermarket Type1,401.48
FDG08,13.15,Regular,0,Fruits and Vegetables,171.98,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.87
FDP10,19,Low Fat,0.128349909,Snack Foods,106.56,OUT045,2002,Small,Tier 2,Supermarket Type1,1482.07
FDG45,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.79,OUT017,2007,Small,Tier 2,Supermarket Type1,5946.93
DRM47,9.3,Low Fat,0.043964058,Hard Drinks,192.38,OUT018,2009,Medium,Tier 3,Supermarket Type2,4586.03
FDO40,17.1,Low Fat,0.032470108,Frozen Foods,148.94,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48
DRE37,13.5,Low Fat,0.094603404,Soft Drinks,187.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,3214.48
FDX13,7.725,Low Fat,0.047743195,Canned,248.31,OUT013,1987,High,Tier 3,Supermarket Type1,6474.24
FDE21,12.8,Low Fat,0,Fruits and Vegetables,115.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,3823.02
NCU53,5.485,Low Fat,0.071557769,Health and Hygiene,165.78,OUT010,1998,Medium,Tier 3,Grocery Store,165.78
NCH07,13.15,Low Fat,0.155105614,Household,157.26,OUT010,1998,Medium,Tier 3,Grocery Store,316.92
FDJ07,7.26,Low Fat,0.014505108,Meat,118.42,OUT017,2007,Small,Tier 2,Supermarket Type1,1747.73
FDB46,10.5,Regular,0.093909644,Snack Foods,213.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,4022.76
DRL01,19.5,Regular,0.077157727,Soft Drinks,232.5,OUT035,2004,Small,Tier 2,Supermarket Type1,2804.35
FDN57,18.25,Low Fat,0.094957079,Snack Foods,143.52,OUT019,1985,Small,Tier 1,Grocery Store,567.26
FDO38,17.25,Low Fat,0.072486326,Canned,79,OUT027,1985,Medium,Tier 3,Supermarket Type3,2259.06
FDA45,21.25,Low Fat,0.155694794,Snack Foods,177.64,OUT045,2002,Small,Tier 2,Supermarket Type1,2999.43
FDP27,8.155,Low Fat,0.20914265,Meat,190.95,OUT019,1985,Small,Tier 1,Grocery Store,379.51
DRG36,14.15,Low Fat,0.095298849,Soft Drinks,171.81,OUT013,1987,High,Tier 3,Supermarket Type1,3935.54
DRL47,19.7,Low Fat,0.038736781,Hard Drinks,127.44,OUT046,1997,Small,Tier 1,Supermarket Type1,1510.03
NCA05,20.75,Low Fat,0.044000492,Health and Hygiene,148.27,OUT019,1985,Small,Tier 1,Grocery Store,296.95
FDL38,13.8,Regular,0.014720848,Canned,89.92,OUT013,1987,High,Tier 3,Supermarket Type1,1516.69
FDC32,18.35,Low Fat,0.099090261,Fruits and Vegetables,94.05,OUT035,2004,Small,Tier 2,Supermarket Type1,555.28
NCI06,11.3,Low Fat,0.047814463,Household,179.27,OUT045,2002,Small,Tier 2,Supermarket Type1,5033.45
FDI05,8.35,Regular,0.127066966,Frozen Foods,76.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.18
FDR52,12.65,Regular,0.076474728,Frozen Foods,191.88,OUT017,2007,Small,Tier 2,Supermarket Type1,1146.51
FDU26,16.7,Regular,0.042860026,Dairy,120.38,OUT017,2007,Small,Tier 2,Supermarket Type1,1668.49
FDG33,5.365,Regular,0.141033536,Seafood,173.68,OUT017,2007,Small,Tier 2,Supermarket Type1,858.88
FDE38,6.52,Low Fat,0.044607161,Canned,164.28,OUT046,1997,Small,Tier 1,Supermarket Type1,2818.33
FDI35,14,Low Fat,0.041283361,Starchy Foods,182.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5452.9
FDN23,6.575,Regular,0.075444922,Breads,146.04,OUT013,1987,High,Tier 3,Supermarket Type1,2612.6
NCP54,15.35,Low Fat,0.035143024,Household,124.37,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.94
FDO39,6.985,Regular,0.13725257,Meat,183.76,OUT013,1987,High,Tier 3,Supermarket Type1,2940.17
NCT17,10.8,Low Fat,0.041831008,Health and Hygiene,186.62,OUT013,1987,High,Tier 3,Supermarket Type1,2261.06
NCK30,14.85,Low Fat,0.060967038,Household,254.37,OUT035,2004,Small,Tier 2,Supermarket Type1,4566.06
FDM24,6.135,Regular,0.078943221,Baking Goods,152.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.64
FDA35,14.85,Regular,0.053837561,Baking Goods,120.81,OUT046,1997,Small,Tier 1,Supermarket Type1,4287.75
NCM07,9.395,Low Fat,0.039928582,Others,83.29,OUT013,1987,High,Tier 3,Supermarket Type1,1258.36
FDD09,13.5,Low Fat,0.021617996,Fruits and Vegetables,179.7,OUT017,2007,Small,Tier 2,Supermarket Type1,1810.98
FDW07,18,Regular,0.143495952,Fruits and Vegetables,88.75,OUT017,2007,Small,Tier 2,Supermarket Type1,1062.62
FDM27,12.35,Regular,0.157701958,Meat,158.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.81
NCY53,20,Low Fat,0.058719568,Health and Hygiene,111.05,OUT018,2009,Medium,Tier 3,Supermarket Type2,894.84
FDA10,20.35,Low Fat,0.142618182,Snack Foods,123.21,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.07
DRB24,8.785,Low Fat,0.020573334,Soft Drinks,156.47,OUT035,2004,Small,Tier 2,Supermarket Type1,2162.52
NCN53,5.175,Low Fat,0.030208465,Health and Hygiene,35.49,OUT027,1985,Medium,Tier 3,Supermarket Type3,1693.8
FDA31,7.1,Low Fat,0.110234793,Fruits and Vegetables,171.71,OUT045,2002,Small,Tier 2,Supermarket Type1,3115.94
FDE24,14.85,Low Fat,0.093991286,Baking Goods,140.98,OUT017,2007,Small,Tier 2,Supermarket Type1,3277.07
FDA04,11.3,Regular,0.067001825,Frozen Foods,259.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,5438.92
FDV26,20.25,Regular,0.076314907,Dairy,196.78,OUT045,2002,Small,Tier 2,Supermarket Type1,2731.11
FDF40,20.25,Regular,0.022403117,Dairy,250.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3
FDH34,8.63,Low Fat,0.030944666,Snack Foods,186.66,OUT027,1985,Medium,Tier 3,Supermarket Type3,3715.16
FDO16,5.48,Low Fat,0.02528802,Frozen Foods,83.33,OUT010,1998,Medium,Tier 3,Grocery Store,416.13
FDZ43,11,Regular,0.057058545,Fruits and Vegetables,241.75,OUT046,1997,Small,Tier 1,Supermarket Type1,3635.27
DRJ51,14.1,Low Fat,0,Dairy,231.97,OUT049,1999,Medium,Tier 1,Supermarket Type1,1842.93
NCL07,13.85,Low Fat,0.05486977,Others,40.55,OUT019,1985,Small,Tier 1,Grocery Store,39.95
FDU58,6.61,Regular,0.029006239,Snack Foods,186.09,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.26
FDI26,5.94,Low Fat,0.034880143,Canned,177.93,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.86
FDG24,7.975,Low Fat,0.014713909,Baking Goods,83.13,OUT017,2007,Small,Tier 2,Supermarket Type1,2579.98
NCM19,12.65,Low Fat,0.047237246,Others,112.52,OUT046,1997,Small,Tier 1,Supermarket Type1,787.64
NCO29,11.15,Low Fat,0.032306341,Health and Hygiene,166.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.72
NCM05,6.825,Low Fat,0.100171568,Health and Hygiene,262.72,OUT010,1998,Medium,Tier 3,Grocery Store,264.32
NCE07,8.18,Low Fat,0.013130031,Household,142.62,OUT046,1997,Small,Tier 1,Supermarket Type1,709.08
FDR10,17.6,Low Fat,0.010096684,Snack Foods,160.46,OUT017,2007,Small,Tier 2,Supermarket Type1,2599.28
FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.43
FDC17,12.15,Low Fat,0.015460726,Frozen Foods,211.89,OUT046,1997,Small,Tier 1,Supermarket Type1,5891
FDF34,9.3,Regular,0.02346559,Snack Foods,197.61,OUT010,1998,Medium,Tier 3,Grocery Store,595.23
FDO22,13.5,Regular,0.017932223,Snack Foods,78.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,239.69
FDT52,9.695,Regular,0.047420609,Frozen Foods,246.01,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.24
FDR24,17.35,Regular,0.062547321,Baking Goods,88.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.31
FDP08,20.5,Regular,0.112410046,Fruits and Vegetables,192.25,OUT046,1997,Small,Tier 1,Supermarket Type1,3874.96
FDF39,14.85,Regular,0.019511288,Dairy,262.59,OUT046,1997,Small,Tier 1,Supermarket Type1,4996.83
NCQ06,13,Low Fat,0.041789718,Household,256.1,OUT013,1987,High,Tier 3,Supermarket Type1,2550.01
FDR04,7.075,Low Fat,0.022548195,Frozen Foods,95.71,OUT013,1987,High,Tier 3,Supermarket Type1,583.24
FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.14,OUT035,2004,Small,Tier 2,Supermarket Type1,1981.42
DRD15,10.6,Low Fat,0.095064731,Dairy,232.46,OUT010,1998,Medium,Tier 3,Grocery Store,697.09
FDB02,9.695,Regular,0.029283081,Canned,175.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,3705.18
NCS18,12.65,Low Fat,0.042383069,Household,108.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607.91
NCS30,5.945,Low Fat,0.155706798,Household,127.97,OUT010,1998,Medium,Tier 3,Grocery Store,645.83
FDN15,17.5,Low Fat,0.016767995,Meat,141.42,OUT045,2002,Small,Tier 2,Supermarket Type1,1957.45
NCL31,7.39,Low Fat,0.120961347,Others,143.85,OUT017,2007,Small,Tier 2,Supermarket Type1,4867
FDV31,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.94,OUT010,1998,Medium,Tier 3,Grocery Store,176.44
FDF38,11.8,Regular,0.02633607,Canned,40.61,OUT013,1987,High,Tier 3,Supermarket Type1,406.14
DRK59,8.895,Low Fat,0.126287542,Hard Drinks,235.56,OUT010,1998,Medium,Tier 3,Grocery Store,468.72
DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,2961.48
FDW51,6.155,Regular,0.094201477,Meat,213.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,6817.79
FDN49,17.25,Regular,0.125224466,Breakfast,41.25,OUT046,1997,Small,Tier 1,Supermarket Type1,679.12
FDE20,11.35,Regular,0.005561798,Fruits and Vegetables,168.38,OUT017,2007,Small,Tier 2,Supermarket Type1,3225.8
FDV38,19.25,Low Fat,0.101980245,Dairy,54.4,OUT045,2002,Small,Tier 2,Supermarket Type1,873.53
FDH60,19.7,Regular,0.081193712,Baking Goods,198.41,OUT017,2007,Small,Tier 2,Supermarket Type1,2553.34
NCD55,14,Low Fat,0.024369007,Household,40.25,OUT049,1999,Medium,Tier 1,Supermarket Type1,922.8
FDU13,8.355,Low Fat,0.188619537,Canned,146.44,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.98
FDZ07,15.1,Regular,0.094037291,Fruits and Vegetables,62.32,OUT049,1999,Medium,Tier 1,Supermarket Type1,495.36
FDY13,12.1,Low Fat,0.030188505,Canned,77.37,OUT045,2002,Small,Tier 2,Supermarket Type1,612.54
FDP56,8.185,Low Fat,0.046578409,Fruits and Vegetables,48.67,OUT045,2002,Small,Tier 2,Supermarket Type1,1182.46
DRA59,8.27,Regular,0.223985293,Soft Drinks,186.29,OUT019,1985,Small,Tier 1,Grocery Store,555.28
FDY40,15.5,Regular,0.085763562,Frozen Foods,49.07,OUT013,1987,High,Tier 3,Supermarket Type1,295.62
FDW40,14,Regular,0.105145451,Frozen Foods,144.28,OUT046,1997,Small,Tier 1,Supermarket Type1,4844.36
NCW17,18,Low Fat,0.019382568,Health and Hygiene,129.4,OUT035,2004,Small,Tier 2,Supermarket Type1,3340.98
DRN37,9.6,Low Fat,0,Soft Drinks,166.52,OUT049,1999,Medium,Tier 1,Supermarket Type1,3509.43
FDZ19,6.425,Low Fat,0.093002339,Fruits and Vegetables,177.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,4921.59
FDW34,9.6,Low Fat,0.035549527,Snack Foods,244.12,OUT013,1987,High,Tier 3,Supermarket Type1,5346.37
FDC28,7.905,Low Fat,0.054720642,Frozen Foods,107.83,OUT027,1985,Medium,Tier 3,Supermarket Type3,2387.56
FDB29,16.7,Regular,0.052708138,Frozen Foods,114.72,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.87
FDE26,9.3,Low Fat,0.089144149,Canned,144.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,1011.35
FDG45,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.99,OUT035,2004,Small,Tier 2,Supermarket Type1,6371.71
NCC18,19.1,Low Fat,0.178272728,Household,172.44,OUT017,2007,Small,Tier 2,Supermarket Type1,1551.98
NCU54,8.88,Low Fat,0.099024124,Household,208.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,3145.91
FDF26,6.825,Regular,0.046898544,Canned,153.8,OUT017,2007,Small,Tier 2,Supermarket Type1,922.8
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.78,OUT035,2004,Small,Tier 2,Supermarket Type1,3475.48
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.81,OUT017,2007,Small,Tier 2,Supermarket Type1,2527.38
